ward,population
W05001338,1633
W05001339,2239
W05001340,2308
W05001341,4026
W05001342,1798
W05001343,2209
W05001344,3492
W05001345,3919
W05001346,2002
W05001347,5862
W05001348,3805
W05001349,3791
W05001350,4652
W05001351,3456
W05001352,5566
W05001353,4200
W05001354,4203
W05001355,4914
W05001356,5699
W05001357,1846
W05001358,1638
W05001359,1817
W05001360,1655
W05001571,5626
W05001572,3971
W05001573,2271
W05001574,4261
W05001575,3824
W05001576,4257
W05001577,4176
W05001578,2389
W05001579,5303
W05001580,1560
W05001581,2490
W05001582,1790
W05001583,4617
W05001584,5243
W05001585,4572
W05001586,2339
W05001587,2501
W05001588,8053
W05001589,3182
W05001590,2778
W05001591,3512
W05001592,4202
W05001593,5502
W05001594,4177
W05001595,1731
W05001596,2083
W05001597,1922
W05001598,2442
W05001599,2606
W05001600,2123
W05001601,5131
W05001602,1878
W05001603,2726
W05001604,2419
W05001605,2830
W05001606,2173
W05001607,1891
W05001608,4886
W05001609,4708
W05001610,5252
W05001611,5138
W05001612,4353
W05001613,2147
W05001614,1687
W05001615,2243
W05001713,2123
W05001714,5024
W05001715,1938
W05001716,2267
W05001717,1724
W05001718,4261
W05001719,2617
W05001720,3688
W05001721,2265
W05001722,2168
W05001723,2613
W05001724,2422
W05001725,1974
W05001726,4428
W05001727,2064
W05001728,2027
W05001729,2760
W05001730,1976
W05001731,2794
W05001732,2580
W05001733,2560
W05001734,2354
W05001735,2861
W05001736,2465
W05001737,3096
W05001738,2505
W05001739,4458
W05001740,2227
W05001741,1995
W05001742,4789
W05001743,2204
W05001744,2153
W05001745,2295
W05001746,2497
W05001747,2963
W05001748,2725
W05001749,5451
W05001750,2186
W05001751,2604
W05001752,2516
W05001753,2553
W05001754,2196
W05001755,3552
W05001756,3286
W05001757,2965
W05001758,2911
W05001759,2141
W05001760,2504
W05001761,2388
W05001298,1759
W05001299,3320
W05001300,5563
W05001301,2963
W05001302,2179
W05001303,2898
W05001304,1955
W05001305,1863
W05001306,1920
W05001307,3462
W05001308,2505
W05001309,1573
W05001310,2489
W05001311,1764
W05001312,1739
W05001313,2113
W05001314,1806
W05001315,1518
W05001316,2036
W05001317,1365
W05001318,1390
W05001319,1544
W05001320,1852
W05001321,1742
W05001322,1496
W05001323,2011
W05001324,1862
W05001325,1739
W05001326,1279
W05001327,2356
W05001328,1769
W05001329,1774
W05001330,1862
W05001331,2008
W05001433,2009
W05001434,2006
W05001435,1857
W05001436,1953
W05001437,1844
W05001438,2101
W05001439,2333
W05001440,2324
W05001441,1859
W05001442,1834
W05001443,1592
W05001444,2020
W05001445,2303
W05001446,2572
W05001447,2430
W05001448,2135
W05001449,2555
W05001450,1720
W05001451,2215
W05001452,2299
W05001453,1548
W05001454,1724
W05001455,2376
W05001456,2311
W05001457,1815
W05001458,2176
W05001459,2072
W05001460,1905
W05001461,2221
W05001462,2004
W05001463,2869
W05001464,2635
W05001465,2620
W05001466,2478
W05001467,2193
W05001468,2769
W05001469,1308
W05001470,1816
W05001471,2173
W05001472,1991
W05001473,1670
W05001474,2174
W05001475,2167
W05001476,1805
W05001477,1844
W05001478,3684
W05001479,2454
W05001480,1828
W05001481,1731
W05001482,1570
W05001483,1712
W05001484,1751
W05001485,2058
W05001486,1683
W05001487,2276
W05001488,1996
W05001489,2095
W05001490,1945
W05001491,1963
W05001177,2331
W05001178,5439
W05001179,2398
W05001180,6587
W05001181,4037
W05001182,4519
W05001183,9111
W05001184,5521
W05001185,5550
W05001186,2547
W05001187,2853
W05001188,2273
W05001189,5195
W05001190,1988
W05001191,2049
W05001192,2506
W05001193,6409
W05001194,2163
W05001195,5082
W05001196,3205
W05001197,4308
W05001198,5053
W05001199,2588
W05001200,2097
W05001201,2070
W05001202,2959
W05001203,2591
W05001204,4390
W05001205,2444
W05001206,1749
W05001207,2780
W05001208,1941
W05001209,5437
W05001210,2628
W05001211,5239
W05001212,5368
W05001213,2787
W05001214,5336
W05001215,4390
W05001216,2625
W05001217,4175
W05001218,3052
W05001219,2864
W05001220,4263
W05001221,5189
W05001222,2471
W05001223,2731
W05001224,2500
W05001225,2683
W05001226,5041
W05001227,2381
W05001039,3222
W05001040,7407
W05001041,13191
W05001042,8494
W05001043,10405
W05001044,7526
W05001045,9202
W05001046,2776
W05001047,10636
W05001048,2931
W05001049,4946
W05001050,7268
W05001051,2673
W05001052,14896
W05001053,9255
W05001054,2566
W05001055,16028
W05001056,7808
W05001057,8947
W05001058,3552
W05001059,11489
W05001060,3580
W05001061,3113
W05001062,6848
W05001063,2500
W05001064,14780
W05001065,6930
W05001066,8836
W05001067,14023
W05001068,3601
W05001069,3338
W05001070,5726
W05001679,5673
W05001680,2373
W05001681,2721
W05001682,6751
W05001683,3138
W05001684,2947
W05001685,2931
W05001686,6582
W05001687,2051
W05001688,5407
W05001689,1582
W05001690,4848
W05001691,5171
W05001692,2295
W05001693,5249
W05001694,5127
W05001695,3886
W05001696,2136
W05001697,3290
W05001698,2146
W05001699,2078
W05001700,4217
W05001701,2599
W05001702,7833
W05001703,6123
W05001704,3801
W05001705,4805
W05001706,5462
W05001707,5756
W05001708,5594
W05001709,2560
W05001710,6663
W05001711,6785
W05001712,1711
W05001228,2384
W05001229,2508
W05001230,4130
W05001231,2520
W05001232,2738
W05001233,3478
W05001234,10073
W05001235,9087
W05001236,6665
W05001237,4126
W05001238,11251
W05001239,7400
W05001240,7688
W05001241,2966
W05001242,4697
W05001243,5685
W05001244,2373
W05001245,2317
W05001246,3234
W05001247,3100
W05001248,5175
W05001249,10011
W05001250,2302
W05001251,5681
W05001252,2538
W05001253,8880
W05001254,2358
W05001255,10120
W05001379,8663
W05001380,6184
W05001381,9844
W05001382,4912
W05001383,5251
W05001384,4830
W05001385,6556
W05001386,8216
W05001387,5508
W05001388,5488
W05001389,7940
W05001390,2090
W05001391,2084
W05001392,9940
W05001393,1924
W05001394,5650
W05001395,6779
W05001396,4167
W05001397,4611
W05001398,2194
W05001399,6978
W05001400,4665
W05001401,4699
W05001402,2768
W05001270,11609
W05001271,12127
W05001272,11696
W05001273,16138
W05001274,21821
W05001275,11391
W05001276,15428
W05001277,13066
W05001278,9415
W05001279,20818
W05001280,12600
W05001281,10476
W05001282,8776
W05001283,8425
W05001284,10420
W05001285,11599
W05001286,16199
W05001287,9095
W05001288,12911
W05001289,18277
W05001290,11719
W05001291,7092
W05001292,11471
W05001293,13756
W05001294,8792
W05001295,14145
W05001296,17231
W05001297,15817
W05001071,10012
W05001072,6375
W05001073,6869
W05001074,9642
W05001075,7503
W05001076,9216
W05001077,6895
W05001078,2939
W05001079,2777
W05001080,5112
W05001081,5743
W05001082,7144
W05001083,3338
W05001084,2915
W05001085,6953
W05001086,2306
W05001087,6204
W05001088,3748
W05001089,6771
W05001090,6195
W05001091,3409
W05001092,7249
W05001093,5751
W05001094,5300
W05001095,5347
W05001096,2974
W05001097,2013
W05001098,2858
W05001099,3201
W05001100,2910
W05001101,5671
W05001102,2732
W05001103,3547
W05001104,3053
W05001105,3560
W05001106,6053
W05001107,6837
W05001108,3653
W05001109,3556
W05001110,5171
W05001111,5705
W05001112,7648
W05001113,7530
W05001114,3614
W05001115,4579
W05001116,5075
W05001648,6508
W05001649,9869
W05001650,5446
W05001651,2709
W05001652,6459
W05001653,8103
W05001654,7393
W05001655,3198
W05001656,5796
W05001657,2437
W05001658,1995
W05001659,5510
W05001660,4089
W05001661,5124
W05001662,2418
W05001663,7481
W05001664,5447
W05001665,4470
W05001666,4650
W05001667,6237
W05001668,5658
W05001669,12214
W05001670,8381
W05001671,6143
W05001672,5085
W05001673,7488
W05001674,8494
W05001675,3098
W05001676,4594
W05001677,3966
W05001678,5486
W05001256,6426
W05001257,5805
W05001258,4554
W05001259,5248
W05001260,3937
W05001261,4448
W05001262,4702
W05001263,4194
W05001264,4023
W05001265,4404
W05001266,4543
W05001267,3908
W05001268,5194
W05001269,5521
W05001361,6710
W05001362,6019
W05001363,2438
W05001364,5143
W05001365,5040
W05001366,2767
W05001367,2001
W05001368,6495
W05001369,2494
W05001370,5895
W05001371,7482
W05001372,7136
W05001373,3790
W05001374,7448
W05001375,4359
W05001376,5307
W05001377,5919
W05001378,5839
W05001762,5018
W05001763,2124
W05001764,1780
W05001765,1562
W05001766,2249
W05001767,3154
W05001768,1966
W05001769,2083
W05001770,1388
W05001771,2343
W05001772,2367
W05001773,1865
W05001774,2273
W05001775,2131
W05001776,2308
W05001777,4051
W05001778,4110
W05001779,3845
W05001780,1814
W05001781,1781
W05001782,4131
W05001783,1819
W05001784,2017
W05001785,3676
W05001786,1795
W05001787,2284
W05001788,2262
W05001789,2055
W05001790,1877
W05001791,2485
W05001792,2431
W05001793,1790
W05001794,2191
W05001795,2119
W05001796,1770
W05001797,1968
W05001798,2014
W05001799,1939
W05001800,2125
W05001627,9497
W05001628,8558
W05001629,7660
W05001630,8295
W05001631,6955
W05001632,7971
W05001633,8980
W05001634,5255
W05001635,13583
W05001636,3275
W05001637,7605
W05001638,8116
W05001639,8303
W05001640,2949
W05001641,2984
W05001642,7965
W05001643,5244
W05001644,8880
W05001645,6497
W05001646,11875
W05001647,9148
W05001117,3984
W05001118,2151
W05001119,1947
W05001120,4026
W05001121,4230
W05001122,1965
W05001123,2469
W05001124,2272
W05001125,1740
W05001126,3495
W05001127,2219
W05001128,1839
W05001129,2034
W05001130,2462
W05001131,2055
W05001132,1756
W05001133,1650
W05001134,1482
W05001135,1680
W05001136,2120
W05001137,1604
W05001138,3603
W05001139,1613
W05001140,1845
W05001141,1794
W05001142,2185
W05001143,3413
W05001144,2149
W05001145,1854
W05001146,1733
W05001147,2137
W05001148,1585
W05001149,1981
W05001150,1466
W05001151,1626
W05001152,1938
W05001153,4181
W05001154,2293
W05001155,1988
W05001156,1552
W05001157,2108
W05001158,2161
W05001159,1747
W05001160,5166
W05001161,2105
W05001162,2199
W05001163,1893
W05001164,1683
W05001165,1930
W05001166,2083
W05001167,2175
W05001168,1701
W05001169,1872
W05001170,2082
W05001171,1734
W05001172,2532
W05001173,2285
W05001174,1820
W05001175,2064
W05001176,1720
W05001616,3768
W05001617,7271
W05001618,6631
W05001619,5342
W05001620,3773
W05001621,4162
W05001622,5279
W05001623,5048
W05001624,7897
W05001625,6272
W05001626,3396
