ward,population
E05004192,4168
E05004193,3862
E05004194,4098
E05004195,4810
E05004196,2500
E05004197,4409
E05004198,3839
E05004199,4191
E05004200,4450
E05004201,3524
E05004202,4828
E05004203,2332
E05004204,2087
E05004205,4398
E05004206,3690
E05010844,6592
E05010845,7133
E05010846,5910
E05010847,6518
E05010848,6509
E05010849,6248
E05010850,6593
E05010851,6651
E05010852,6681
E05010853,6575
E05010854,6762
E05010855,6952
E05010856,6536
E05011932,6986
E05011933,3013
E05011934,5840
E05011935,8680
E05011936,5153
E05011937,6145
E05011938,7288
E05011939,7098
E05011940,3239
E05011941,2742
E05011942,3025
E05011943,2884
E05011944,5519
E05011945,3665
E05011946,3489
E05011947,3402
E05011948,3388
E05011949,8620
E05011950,3067
E05011951,2590
E05011952,5822
E05011953,7318
E05011954,6936
E05011955,5172
E05011956,2679
E05011957,3035
E05011958,3432
E05011959,3046
E05011960,3430
E05011961,3299
E05011962,2982
E05011963,5310
E05009910,2154
E05009911,4173
E05009912,2326
E05009913,2264
E05009914,4943
E05009915,4632
E05009916,2899
E05009917,5103
E05009918,6445
E05009919,2323
E05009920,2493
E05009921,4496
E05009922,4132
E05009923,4257
E05009924,4764
E05009925,7592
E05009926,4624
E05009927,4960
E05009928,2077
E05009929,7200
E05009930,5291
E05009931,2195
E05009002,9038
E05009003,9428
E05009004,9363
E05009005,8820
E05009006,9273
E05009007,9787
E05009008,10161
E05009009,9777
E05009010,11939
E05009011,11420
E05004691,6078
E05004692,5960
E05004693,2406
E05004694,10307
E05004695,2696
E05004696,6031
E05004697,6106
E05004698,6138
E05004699,6537
E05004700,9497
E05004701,8741
E05004702,9285
E05004703,5801
E05004704,8004
E05004705,7190
E05004706,5886
E05004707,5288
E05004708,9712
E05004709,3780
E05004710,2836
E05004711,5386
E05004712,3417
E05004713,5177
E05004714,5800
E05004715,7022
E05012177,4953
E05012178,5109
E05012179,5974
E05012180,8836
E05012181,9506
E05012182,8595
E05012183,9387
E05012184,5426
E05012185,8005
E05012186,7280
E05012187,7699
E05012188,5096
E05012189,5787
E05012190,5791
E05012191,4991
E05012192,5391
E05004761,2829
E05004762,2878
E05004763,7739
E05004764,2358
E05004765,7405
E05004766,2677
E05004767,2792
E05004768,8625
E05004769,8338
E05004770,5112
E05004771,4831
E05004772,8315
E05004773,7774
E05004774,2261
E05004775,5448
E05004776,6679
E05004777,7348
E05004778,7250
E05004779,7597
E05004780,5451
E05004781,5620
E05004782,5690
E05004783,6133
E05004784,2066
E05009425,6459
E05009426,6948
E05009427,6957
E05009428,7937
E05009429,6468
E05009430,7065
E05009431,6935
E05009432,8558
E05009433,6145
E05009434,7565
E05009435,7200
E05009436,7657
E05009437,7878
E05011046,8704
E05011047,10472
E05011048,9886
E05011049,8396
E05011050,8070
E05011051,9072
E05011052,7179
E05011053,8638
E05011054,7583
E05011055,7114
E05011056,9160
E05011057,7972
E05010237,7635
E05010238,2700
E05010239,3223
E05010240,5095
E05010241,7975
E05010242,7436
E05010243,5901
E05010244,5922
E05010245,3148
E05010246,3387
E05010247,3172
E05010248,2834
E05010249,2603
E05010250,5467
E05010251,5590
E05010252,2873
E05010253,2669
E05010254,5500
E05010255,5763
E05010256,8565
E05010257,3263
E05010258,4954
E05010259,6221
E05010260,6189
E05010261,7899
E05010262,6530
E05010263,8967
E05005757,2788
E05005758,8938
E05005759,6355
E05005760,6213
E05005761,2694
E05005762,2684
E05005763,2811
E05005764,2985
E05005765,2405
E05005766,3274
E05005767,2717
E05005768,5680
E05005769,5442
E05005770,2903
E05005771,5703
E05005772,3237
E05005773,8496
E05005774,3601
E05005775,2658
E05005776,5331
E05005777,5346
E05005778,9529
E05005779,5283
E05005780,4554
E05005781,7366
E05005782,7161
E05005783,5557
E05005784,6477
E05005785,7727
E05005786,4320
E05005787,4483
E05005788,8640
E05005789,7732
E05005790,4979
E05005791,2696
E05005792,5289
E05005793,5588
E05005794,7418
E05005795,9342
E05005796,4704
E05005797,4878
E05005798,5687
E05005799,5318
E05005800,4467
E05012321,5927
E05012322,2562
E05012323,2131
E05012324,2516
E05012325,2784
E05012326,2433
E05012327,6025
E05012328,3185
E05012329,3268
E05012330,5155
E05012331,6829
E05012332,6326
E05012333,5912
E05012334,2429
E05012335,3338
E05012336,8679
E05012337,5169
E05012338,4230
E05012339,3115
E05012340,2887
E05012341,2547
E05012342,6877
E05012343,5587
E05012344,2709
E05012345,5372
E05012346,2349
E05012347,2871
E05012348,6063
E05012349,6835
E05012350,5259
E05012351,6328
E05012352,6061
E05012353,2796
E05012354,5004
E05012355,2764
E05011834,2356
E05011835,2482
E05011836,2547
E05011837,2293
E05011838,4992
E05011839,2652
E05011840,2435
E05011841,2644
E05011842,2537
E05011843,4724
E05011844,5104
E05011845,2412
E05011846,5603
E05011847,2778
E05011848,4922
E05011849,2847
E05011850,5238
E05011851,2583
E05011852,2264
E05011853,2817
E05011854,2348
E05011855,2465
E05011856,4891
E05011857,5766
E05011858,2731
E05011859,2445
E05011860,2551
E05011861,2734
E05011862,2575
E05011863,2536
E05011864,2366
E05011865,3345
E05012901,10173
E05012902,11177
E05012903,11991
E05012904,10118
E05012905,10685
E05012906,10617
E05012907,11202
E05012908,10435
E05012909,10352
E05012910,9688
E05012911,10199
E05012912,14551
E05012913,12734
E05011866,6532
E05011867,3293
E05011868,3359
E05011869,3041
E05011870,5428
E05011871,5386
E05011872,10921
E05011874,1962
E05011875,3468
E05011877,3203
E05011878,8784
E05011879,3083
E05011880,5947
E05011881,9309
E05011882,6028
E05011883,3048
E05011884,6482
E05011885,10648
E05011886,8148
E05011887,3409
E05011888,6371
E05011889,4441
E05011890,3154
E05011891,3952
E05012851,6424
E05012852,6127
E05012565,2654
E05012566,2869
E05012567,2609
E05012568,3156
E05012569,2873
E05012570,3107
E05012571,6159
E05012572,3227
E05012573,2724
E05012574,2381
E05012575,9950
E05012576,2822
E05012577,5933
E05012578,5254
E05012579,6032
E05012580,2686
E05012581,2515
E05012582,2656
E05012583,5841
E05012584,3273
E05012585,3150
E05012586,5341
E05012587,2288
E05012588,2838
E05007117,10692
E05007118,7446
E05007119,9841
E05007120,7432
E05007121,8847
E05007122,9397
E05007123,8120
E05007124,9651
E05007125,8482
E05007126,9700
E05007127,8388
E05007128,6776
E05007129,7279
E05007130,10199
E05007131,9104
E05007132,8286
E05012589,2783
E05012590,3656
E05012591,3573
E05012592,2648
E05012593,6971
E05012594,5847
E05012595,5592
E05012596,3275
E05012597,6537
E05012598,2892
E05012599,2812
E05012600,3223
E05012601,5763
E05012602,2697
E05012603,2970
E05012604,5985
E05012605,2668
E05012606,2911
E05012607,3133
E05012608,2901
E05012609,3119
E05012610,2823
E05012611,5855
E05012612,3052
E05012613,5892
E05012614,3121
E05013947,7744
E05013948,8152
E05013949,8181
E05013950,2766
E05013951,8020
E05013952,7878
E05013953,8186
E05013954,7256
E05013955,8100
E05013956,7588
E05013957,8068
E05013958,7352
E05013959,5121
E05013960,8169
E05013961,5703
E05013962,7971
E05013963,7710
E05013964,8442
E05013965,8220
E05013966,7538
E05011058,6899
E05011059,6581
E05011060,6932
E05011061,8317
E05011062,8107
E05011063,11400
E05011064,10626
E05011065,7054
E05011066,7400
E05011067,6086
E05011068,6050
E05011069,7956
E05011070,5971
E05011071,7659
E05011072,6641
E05011073,6158
E05004721,2738
E05004723,2352
E05004724,2751
E05004725,7898
E05004726,9632
E05004727,3542
E05004728,5976
E05004729,2270
E05004730,2643
E05004731,5913
E05004732,3566
E05004733,2512
E05004735,3096
E05004736,2970
E05004737,8744
E05004738,3094
E05004739,3275
E05004741,3257
E05004742,5707
E05004743,5130
E05004744,5530
E05004745,2616
E05009315,2806
E05012981,8461
E05012982,9686
E05012983,6867
E05012984,6967
E05012985,9268
E05012986,8296
E05012987,2592
E05004805,6885
E05004806,8055
E05004807,6826
E05004808,6020
E05004810,6423
E05004811,8575
E05004812,6494
E05004813,7130
E05004814,8141
E05004815,6474
E05004816,6076
E05004817,5959
E05009316,6435
E05012734,12096
E05012735,14591
E05012736,8655
E05012737,8358
E05012738,10696
E05012739,9677
E05012740,5750
E05012741,12978
E05012742,8909
E05012743,9715
E05012744,8076
E05012745,15902
E05012746,3934
E05012747,14885
E05012748,4241
E05012749,13312
E05012750,3523
E05012751,7540
E05012752,4258
E05012753,9684
E05012754,12890
E05012755,4948
E05012756,4408
E05012757,4778
E05012758,3842
E05012759,11350
E05012760,4974
E05012761,7880
E05012762,4202
E05012763,4678
E05012764,2645
E05012765,2697
E05012766,2592
E05012767,3395
E05012768,2843
E05012769,3196
E05012770,2672
E05012771,9156
E05012772,2551
E05012773,2318
E05012774,3107
E05012775,4291
E05012776,4652
E05012777,6457
E05012778,2485
E05012779,5863
E05012780,2527
E05012781,6546
E05012782,2297
E05012783,2931
E05012784,9435
E05012785,2895
E05012786,3433
E05012787,3193
E05012788,2217
E05012789,5733
E05012790,8170
E05012791,5373
E05012792,5677
E05012793,5716
E05012794,2884
E05012795,3116
E05012796,2450
E05012797,5222
E05012798,4066
E05012799,2916
E05012800,4149
E05012801,7439
E05012802,6129
E05012803,5214
E05012804,2463
E05012805,2159
E09000001,8583
E05014053,3955
E05014054,10031
E05014055,9955
E05014056,8610
E05014057,9799
E05014058,14086
E05014059,8649
E05014060,15600
E05014061,10831
E05014062,13070
E05014063,8994
E05014064,13306
E05014065,15922
E05014066,13080
E05014067,15251
E05014068,6005
E05014069,15481
E05014070,12540
E05014071,13706
E05013628,16869
E05013629,16209
E05013630,21857
E05013631,19629
E05013632,12060
E05013633,19413
E05013634,10724
E05013635,18144
E05013636,16639
E05013637,19998
E05013638,12109
E05013639,18840
E05013640,19449
E05013641,12207
E05013642,14746
E05013643,21981
E05013644,11930
E05013645,18307
E05013646,14493
E05013647,12371
E05013648,19430
E05013649,17251
E05013650,10772
E05013651,13914
E05011217,11678
E05011218,17690
E05011219,15618
E05011220,16726
E05011221,15633
E05011222,16281
E05011223,15259
E05011224,15913
E05011225,13102
E05011226,16573
E05011227,10078
E05011228,11143
E05011229,10747
E05011230,15421
E05011231,12749
E05011232,15926
E05011233,15936
E05013496,15056
E05013497,11419
E05013498,13435
E05013499,14151
E05013500,21848
E05013501,20076
E05013502,17686
E05013503,17212
E05013504,11236
E05013505,12367
E05013506,12662
E05013507,17158
E05013508,17189
E05013509,16707
E05013510,20255
E05013511,13938
E05013512,10006
E05013513,17921
E05013514,17925
E05013515,15063
E05013516,7548
E05013517,18957
E05013987,16363
E05013988,17764
E05013989,10817
E05013990,18780
E05013991,15400
E05013992,11234
E05013993,15570
E05013994,17359
E05013995,12029
E05013996,5772
E05013997,17703
E05013998,15908
E05013999,15465
E05014000,11488
E05014001,11960
E05014002,18908
E05014003,17260
E05014004,13478
E05014005,16210
E05014006,18436
E05014007,17313
E05014008,14768
E05013652,12299
E05013653,11095
E05013654,7555
E05013655,6389
E05013656,11410
E05013657,7725
E05013658,11616
E05013659,8016
E05013660,12038
E05013661,10226
E05013662,10359
E05013663,7156
E05013664,10421
E05013665,12061
E05013666,11462
E05013667,12543
E05013668,11926
E05013669,12512
E05013670,12166
E05013671,11162
E05011462,11464
E05011463,16208
E05011464,16938
E05011465,20222
E05011466,15419
E05011467,16352
E05011468,15345
E05011469,10985
E05011470,10936
E05011471,11328
E05011472,12145
E05011473,10827
E05011474,10109
E05011475,5787
E05011476,15184
E05011477,9715
E05011478,15773
E05011479,13184
E05011480,9928
E05011481,10012
E05011482,15402
E05011483,10623
E05011484,18064
E05011485,16447
E05011486,18002
E05011487,18684
E05011488,18764
E05011489,16870
E05013518,14354
E05013519,15609
E05013520,13918
E05013521,15945
E05013522,15210
E05013523,17384
E05013524,17044
E05013525,15290
E05013526,15785
E05013527,19043
E05013528,15557
E05013529,15040
E05013530,14265
E05013531,17532
E05013532,16536
E05013533,16094
E05013534,16185
E05013535,15169
E05013536,16822
E05013537,10825
E05013538,15694
E05013539,6581
E05013540,16472
E05013541,14756
E05013672,8218
E05013673,10791
E05013674,16250
E05013675,11456
E05013676,12707
E05013677,12367
E05013678,10607
E05013679,17132
E05013680,17818
E05013681,9362
E05013682,18135
E05013683,9248
E05013684,16545
E05013685,16554
E05013686,11908
E05013687,8747
E05013688,11014
E05013689,13679
E05013690,12533
E05013691,15910
E05013692,14515
E05013693,13517
E05013694,16724
E05013695,13844
E05013696,10398
E05014072,17687
E05014073,15035
E05014074,12308
E05014075,10516
E05014076,14480
E05014077,9753
E05014078,10766
E05014079,15535
E05014080,11000
E05014081,10554
E05014082,11417
E05014083,10089
E05014084,6107
E05014085,9517
E05014086,14532
E05014087,21972
E05014088,15171
E05014089,11891
E05014090,12452
E05014091,11815
E05014092,12100
E05014093,12688
E05014094,11688
E05009367,9013
E05009368,15334
E05009369,12579
E05009370,8880
E05009371,9195
E05009372,12719
E05009373,12999
E05009374,12306
E05009375,14409
E05009376,13884
E05009377,11768
E05009378,13752
E05009379,13061
E05009380,14124
E05009381,12682
E05009382,9125
E05009383,15319
E05009384,10345
E05009385,13382
E05009386,12156
E05009387,12113
E05013733,7718
E05013734,7530
E05013735,8250
E05013736,9984
E05013737,10584
E05013738,12167
E05013739,7391
E05013740,7247
E05013741,7850
E05013742,6709
E05013743,12136
E05013744,11173
E05013745,7727
E05013746,6932
E05013747,11129
E05013748,5570
E05013749,7952
E05013750,7419
E05013751,9308
E05013752,10393
E05013753,7985
E05013585,8838
E05013586,9833
E05013587,13477
E05013588,13040
E05013589,12598
E05013590,14568
E05013591,8437
E05013592,12764
E05013593,15035
E05013594,8779
E05013595,13714
E05013596,14705
E05013597,10590
E05013598,9238
E05013599,16821
E05013600,10791
E05013601,14739
E05013602,12176
E05013603,14968
E05013604,13882
E05013605,15245
E05013542,9021
E05013543,9735
E05013544,15200
E05013545,15713
E05013546,11015
E05013547,10786
E05013548,14341
E05013549,9822
E05013550,14882
E05013551,13614
E05013552,9990
E05013553,11990
E05013554,8994
E05013555,13137
E05013556,15739
E05013557,9143
E05013558,9905
E05013559,15864
E05013560,13501
E05013561,10488
E05013562,7957
E05013563,10363
E05013967,4883
E05013968,12987
E05013969,16646
E05013970,9535
E05013971,17780
E05013972,8489
E05013973,13807
E05013974,16375
E05013975,17211
E05013976,13758
E05013977,12952
E05013978,14481
E05013979,13567
E05013980,16022
E05013981,8738
E05013982,14652
E05013983,10423
E05013984,10885
E05013985,15514
E05013986,13347
E05013564,17493
E05013565,11511
E05013566,19135
E05013567,16911
E05013568,5741
E05013569,14998
E05013570,14041
E05013571,15804
E05013572,9690
E05013573,15516
E05013574,11310
E05013575,11771
E05013576,16709
E05013577,15441
E05013578,10980
E05013579,16838
E05013580,17962
E05013581,18433
E05013582,19802
E05013583,13416
E05013584,12406
E05013606,15149
E05013607,8692
E05013608,7879
E05013609,12697
E05013610,13740
E05013611,10301
E05013612,16028
E05013613,12906
E05013614,16224
E05013615,10403
E05013616,16265
E05013617,14534
E05013618,11158
E05013619,15729
E05013620,10659
E05013621,8672
E05013622,16075
E05013623,13748
E05013624,15915
E05013625,13799
E05013626,14660
E05013627,12948
E05013697,13125
E05013698,11710
E05013699,11164
E05013700,11580
E05013701,12666
E05013702,10954
E05013703,14645
E05013704,13808
E05013705,14970
E05013706,12737
E05013707,12854
E05013708,12442
E05013709,14266
E05013710,11888
E05013711,11622
E05013712,13764
E05013713,12394
E05009388,7894
E05009389,7788
E05009390,8624
E05009391,7633
E05009392,8574
E05009393,8332
E05009394,7212
E05009395,8937
E05009396,8803
E05009397,9102
E05009398,5701
E05009399,9139
E05009400,5379
E05009401,7903
E05009402,9194
E05009403,8417
E05009404,6158
E05009405,8581
E05013928,6413
E05013929,6112
E05013930,8261
E05013931,9488
E05013932,7419
E05013933,10456
E05013934,7051
E05013935,11111
E05013936,5605
E05013937,10825
E05013938,10289
E05013939,6991
E05013940,9583
E05013941,11187
E05013942,6695
E05013943,11809
E05013944,10636
E05013945,11188
E05013946,6944
E05014095,15251
E05014096,16324
E05014097,14929
E05014098,9482
E05014099,10017
E05014100,9845
E05014101,12711
E05014102,15904
E05014103,10257
E05014104,16156
E05014105,14603
E05014106,16907
E05014107,10933
E05014108,12441
E05014109,10844
E05014110,10745
E05014111,16332
E05014112,17659
E05014113,9877
E05014114,10889
E05014115,15815
E05014116,9757
E05014117,9733
E05014118,8858
E05014119,11384
E05013714,11661
E05013715,16429
E05013716,17498
E05013717,17258
E05013718,15427
E05013719,17002
E05013720,18360
E05013721,14435
E05013722,15173
E05013723,15733
E05013724,20148
E05013725,15576
E05013726,15016
E05013727,8199
E05013728,11077
E05013729,18657
E05013730,19019
E05013731,16975
E05013732,16915
E05013810,10534
E05013811,9791
E05013812,11561
E05013813,11716
E05013814,11809
E05013815,11835
E05013816,8242
E05013817,11369
E05013818,11903
E05013819,11341
E05013820,8294
E05013821,11646
E05013822,9480
E05013823,12301
E05013824,11311
E05013825,11804
E05013826,5603
E05013827,10610
E05013828,11071
E05013829,12966
E05013904,16152
E05013905,15107
E05013906,10573
E05013907,7121
E05013908,17658
E05013909,15129
E05013910,18516
E05013911,10987
E05013912,17774
E05013913,16973
E05013914,15790
E05013915,17547
E05013916,15832
E05013917,12455
E05013918,18290
E05013919,13173
E05013920,16696
E05013921,11617
E05013922,9306
E05013923,14538
E05013924,15742
E05013925,11862
E05013926,16500
E05013927,15700
E05011234,15462
E05011235,15325
E05011236,13392
E05011237,16529
E05011238,15710
E05011239,14420
E05011240,13503
E05011241,13238
E05011242,14714
E05011243,15409
E05011244,15259
E05011245,15702
E05011246,12327
E05011247,15123
E05011248,16292
E05011249,9480
E05011250,14458
E05011251,15046
E05011252,12833
E05011253,15209
E05011254,8063
E05011255,12765
E05013774,10424
E05013775,10671
E05013776,10722
E05013777,10829
E05013778,10299
E05013779,9716
E05013780,10755
E05013781,10412
E05013782,11839
E05013783,12033
E05013784,10629
E05013785,11945
E05013786,11081
E05013787,10629
E05013788,10562
E05013789,10992
E05013790,11308
E05013791,10437
E05011095,9013
E05011096,15509
E05011097,9219
E05011098,14732
E05011099,9591
E05011100,10255
E05011101,10588
E05011102,12465
E05011103,13612
E05011104,15097
E05011105,13442
E05011106,15282
E05011107,15844
E05011108,15555
E05011109,19037
E05011110,14787
E05011111,10158
E05011112,15626
E05011113,14472
E05011114,8456
E05011115,15945
E05011116,15945
E05011117,13008
E05013754,11068
E05013755,11864
E05013756,11538
E05013757,9960
E05013758,10810
E05013759,6578
E05013760,11161
E05013761,8556
E05013762,12178
E05013763,10913
E05013764,8279
E05013765,12566
E05013766,11296
E05013767,12247
E05013768,10907
E05013769,10938
E05013770,12236
E05013771,11048
E05013772,8424
E05013773,7071
E05009317,21090
E05009318,21426
E05009319,19526
E05009320,13711
E05009321,11702
E05009322,13964
E05009323,17976
E05009324,15307
E05009325,21707
E05009326,6555
E05009327,21652
E05009328,8069
E05009329,14747
E05009330,11961
E05009331,19779
E05009332,13278
E05009333,13340
E05009334,12343
E05009335,13339
E05009336,18841
E05013882,16319
E05013883,10482
E05013884,13614
E05013885,11402
E05013886,9322
E05013887,17256
E05013888,14746
E05013889,9818
E05013890,12951
E05013891,11564
E05013892,14312
E05013893,14276
E05013894,13536
E05013895,15523
E05013896,13114
E05013897,12238
E05013898,9274
E05013899,11747
E05013900,8195
E05013901,14084
E05013902,15059
E05013903,9594
E05014009,17707
E05014010,19176
E05014011,16918
E05014012,11982
E05014013,18053
E05014014,13452
E05014015,5397
E05014016,12862
E05014017,18846
E05014018,14183
E05014019,15181
E05014020,9828
E05014021,12659
E05014022,16717
E05014023,17028
E05014024,17218
E05014025,11183
E05014026,10585
E05014027,16593
E05014028,18212
E05014029,16815
E05014030,16908
E05013792,13043
E05013793,12366
E05013794,11670
E05013795,11381
E05013796,10321
E05013797,11028
E05013798,10950
E05013799,10366
E05013800,11660
E05013801,12157
E05013802,10317
E05013803,10692
E05013804,12756
E05013805,11611
E05013806,10361
E05013807,10327
E05013808,11543
E05013809,11685
E05002249,16933
E05002250,6602
E05002251,19179
E05002252,17188
E05002253,8093
E05002254,9045
E05002255,14886
E05002256,15926
E05002257,10171
E05002258,12389
E05002259,9206
E05002260,13585
E05002261,12285
E05002262,10655
E05002263,13607
E05002264,11004
E05002265,14208
E05002266,15793
E05002267,16570
E05002268,13374
E05002269,9776
E05002270,9298
E05002271,5916
E05002272,12093
E05002273,6897
E05002274,5082
E05002275,5863
E05002276,7610
E05002277,6057
E05002278,7980
E05002279,4982
E05002280,8151
E05002281,9267
E05002282,6171
E05002283,5993
E05002284,5009
E05002285,8580
E05002286,7999
E05002287,6135
E05002288,4818
E05012132,3995
E05012133,3493
E05012134,4471
E05012135,3623
E05012136,10763
E05012137,8224
E05012138,3697
E05012139,11446
E05012140,4222
E05012141,7431
E05012142,7545
E05012143,12830
E05012144,7623
E05012145,9318
E05012146,3761
E05012147,4273
E05012148,7374
E05012149,3340
E05012150,7740
E05012151,7319
E05012152,3053
E05012153,10640
E05012154,7864
E05012155,7400
E05013864,10153
E05013865,11445
E05013866,11411
E05013867,9531
E05013868,12161
E05013869,11029
E05013870,9563
E05013871,11931
E05013872,9247
E05013873,11419
E05013874,11445
E05013875,14714
E05013876,10985
E05013877,7808
E05013878,9869
E05013879,11508
E05009337,10445
E05009338,11575
E05009339,13015
E05009340,13464
E05009341,10437
E05009342,12452
E05009343,6418
E05009344,10497
E05009345,11292
E05009346,3917
E05009347,10317
E05009348,10621
E05009349,11771
E05009350,10678
E05009351,11601
E05012494,12052
E05012495,7195
E05012496,6843
E05012497,7293
E05012498,7742
E05012499,8115
E05012500,7176
E05012501,6784
E05012502,7609
E05012503,10720
E05012504,12881
E05012505,7840
E05012506,6560
E05012507,7788
E05012508,7312
E05012509,7516
E05012510,7941
E05012511,7527
E05012512,6602
E05002372,3013
E05002373,4619
E05002374,9620
E05002375,3157
E05002376,5634
E05002377,9931
E05002378,9527
E05002379,5468
E05002380,6288
E05002381,9321
E05002382,8380
E05002383,2937
E05002384,10528
E05002385,10553
E05002386,11315
E05002387,5527
E05002388,3632
E05002389,12540
E05002390,3200
E05002391,5867
E05002392,3525
E05002393,6116
E05002394,7515
E05002395,10872
E05002396,8423
E05009406,17933
E05009407,15852
E05009408,14905
E05009409,13287
E05009410,20566
E05009411,13669
E05009412,16483
E05009413,14305
E05009414,14812
E05009415,13408
E05009416,13304
E05009417,11870
E05009418,12437
E05009419,13980
E05009420,16076
E05009421,16433
E05009422,12952
E05009423,16192
E05009424,18594
E05002420,9916
E05002421,9319
E05002422,14230
E05002423,15857
E05002424,15227
E05002425,16014
E05002426,16878
E05002427,16887
E05002428,10129
E05002429,14505
E05002430,14999
E05002431,15646
E05002432,9954
E05002433,14294
E05002434,17669
E05002435,9897
E05002436,11071
E05002437,9785
E05002438,10333
E05002439,14721
E05002440,9773
E05002441,15019
E05002442,15987
E05002443,22321
E05002444,13300
E05002445,14444
E05002446,13733
E05002447,12578
E05002448,15487
E05002449,13929
E05002450,14333
E05002451,15132
E05002452,14576
E05002453,12043
E05002454,15119
E05002455,23009
E05002456,14564
E05002457,18368
E05002458,14409
E05002459,14069
E05002460,14022
E05002461,16082
E05002462,14488
E05002463,16081
E05002464,14305
E05002465,14722
E05002466,16171
E05002467,15086
E05002468,13997
E05002469,13763
E05002470,15786
E05013359,3561
E05013360,3534
E05013361,3413
E05013362,3064
E05013363,3595
E05013364,3555
E05013365,3459
E05013366,4614
E05013367,2773
E05013368,3381
E05013369,4044
E05013370,4004
E05013371,3894
E05013372,3080
E05013373,3655
E05013374,3713
E05013375,3455
E05013376,3396
E05013377,3850
E05013378,2522
E05013379,3394
E05013380,3733
E05013381,3575
E05013382,4424
E05013383,4241
E05013384,4337
E05013385,3827
E05013386,3758
E05013387,4276
E05013388,2505
E05013389,3229
E05013390,3532
E05013391,3597
E05013392,3992
E05013393,3255
E05013394,3557
E05013395,3270
E05013396,3389
E05013397,4006
E05013120,13830
E05013121,10564
E05013122,13859
E05013123,11160
E05013124,12901
E05013125,13662
E05013126,11607
E05013127,11297
E05013128,11478
E05013129,11172
E05013130,10880
E05013131,12723
E05013132,10056
E05013133,11715
E05013134,11197
E05013135,11000
E05013136,10753
E05013137,10409
E05013138,10850
E05013139,11265
E05013140,10594
E05013141,10105
E05013142,12302
E05013143,9452
E05013144,11100
E05013145,9147
E05013146,12102
E05013147,10102
E05013148,11627
E05013149,9534
E05013150,10807
E05013151,11226
E05013152,11063
E05013153,11038
E05013154,10743
E05013155,10427
E05013156,10700
E05013157,11470
E05013158,10344
E05013159,15696
E05013160,10963
E05013161,10308
E05013162,11273
E05013163,11877
E05013164,11255
E05013165,12446
E05013166,10604
E05013167,12275
E05013168,10119
E05011574,14440
E05011575,10781
E05011576,10629
E05011577,10939
E05011578,11166
E05011579,9357
E05011580,11559
E05011581,11881
E05011582,10934
E05011201,5547
E05011202,5494
E05011203,5436
E05011204,6877
E05011205,6939
E05011206,5082
E05011207,6740
E05011208,5795
E05011209,5453
E05011210,5273
E05011211,5658
E05011212,4790
E05011213,5781
E05011214,5298
E05011215,4929
E05011216,5903
E05011583,5204
E05011584,2554
E05011585,7393
E05011586,1905
E05011587,4834
E05011588,3964
E05011589,7916
E05011590,4877
E05011591,7814
E05011592,2446
E05011593,6513
E05011594,5377
E05011595,5186
E05011596,4872
E05011597,2222
E05011598,5023
E05011599,4776
E05011600,5206
E05011601,4391
E05011602,4471
E05011603,2963
E05011604,5607
E05011605,4179
E05011606,4735
E05011607,4178
E05011608,5113
E05011609,4898
E05011610,6118
E05011611,4967
E05011612,4776
E05011613,2198
E05011614,4559
E05011615,2498
E05011616,4751
E05011617,5305
E05011618,4603
E05011619,5008
E05011620,2726
E05011621,4948
E05011622,5326
E05011623,2492
E05011624,4123
E05011625,2966
E05011626,3892
E05011627,3310
E05011628,4125
E05011629,4305
E05011630,3284
E05011631,3804
E05011632,3235
E05011633,2935
E05011634,3886
E05011635,4135
E05011636,3243
E05011637,6941
E05011638,3257
E05011639,3545
E05011640,4785
E05011641,2914
E05011642,3738
E05011643,3327
E05011644,4232
E05011645,3283
E05011646,3915
E05011647,4166
E05011648,5011
E05011649,6931
E05011650,6902
E05011651,3314
E05011652,3659
E05011653,3654
E05011654,2890
E05011655,5107
E05011656,3867
E05011657,3450
E05011658,2976
E05011659,3687
E05011660,3225
E05011661,5747
E05011662,3131
E05011663,3152
E05011664,3266
E05011665,2956
E05013078,10044
E05013079,9178
E05013080,10755
E05013081,10760
E05013082,10845
E05013083,9377
E05013084,9588
E05013085,10149
E05013086,10610
E05013087,10728
E05013088,9208
E05013089,11468
E05013090,12135
E05013091,10662
E05013092,10666
E05013093,11260
E05013094,10575
E05013095,7148
E05012290,2604
E05012291,2359
E05012292,2867
E05012293,2883
E05012294,2807
E05012295,2410
E05012296,3503
E05012297,2743
E05012298,6097
E05012299,9771
E05012300,2738
E05012301,6013
E05012302,8287
E05012303,3285
E05012304,2773
E05012305,5577
E05012306,2849
E05012307,3095
E05012308,4918
E05012309,2626
E05012310,2739
E05012311,6351
E05012312,2755
E05012313,3573
E05012314,2931
E05012315,5411
E05012316,2882
E05012317,3192
E05012318,6520
E05012319,6192
E05012320,3000
E05011187,10678
E05011188,7137
E05011189,10175
E05011190,10512
E05011191,11031
E05011192,9609
E05011193,11610
E05011194,11265
E05011195,10274
E05011196,10461
E05011197,11053
E05011198,10615
E05011199,5860
E05011200,6162
E05004516,7545
E05004517,7027
E05004518,7247
E05004519,7471
E05004520,6505
E05004521,7094
E05004522,6761
E05004523,9540
E05004524,10757
E05004525,7079
E05004526,8040
E05004527,7224
E05004528,7454
E05004529,7695
E05004530,7081
E05014138,6314
E05014139,5343
E05014140,5726
E05014141,5126
E05014142,6022
E05014143,5792
E05014144,7404
E05014145,4911
E05014146,6266
E05014147,5916
